height,miner,signal
685202,Poolin,True
685203,F2Pool,True
685204,Binance Pool,True
685205,F2Pool,True
685206,BTC.com,True
685207,OKExPool,True
685208,F2Pool,True
685209,AntPool,True
685210,Rawpool,True
685211,Poolin,True
685212,SlushPool,True
685213,1THash,True
685214,BTC.com,True
685215,Binance Pool,True
685216,Poolin,True
685217,ViaBTC,True
685218,AntPool,True
685219,Poolin,True
685220,F2Pool,True
685221,MARA Pool,False
685222,BTC.com,True
685223,SlushPool,True
685224,F2Pool,True
685225,BTC.TOP,True
685226,Binance Pool,True
685227,ViaBTC,True
685228,AntPool,True
685229,Huobi Pool,True
685230,Poolin,True
685231,AntPool,True
685232,ViaBTC,True
685233,AntPool,True
685234,AntPool,True
685235,F2Pool,True
685236,BTC.com,True
685237,AntPool,True
685238,AntPool,True
685239,Binance Pool,True
685240,F2Pool,True
685241,F2Pool,True
685242,Huobi Pool,True
685243,Binance Pool,True
685244,F2Pool,True
685245,ArkPool,False
685246,BTCPool (unidentified),False
685247,ViaBTC,True
685248,F2Pool,True
685249,Huobi Pool,True
685250,Rawpool,True
685251,F2Pool,True
685252,AntPool,True
685253,BTCPool (unidentified),False
685254,Poolin,True
685255,BTC.TOP,True
685256,AntPool,True
685257,AntPool,True
685258,AntPool,True
685259,Huobi Pool,True
685260,F2Pool,True
685261,Foundry USA,True
685262,Poolin,True
685263,F2Pool,True
685264,Binance Pool,True
685265,ViaBTC,True
685266,Binance Pool,True
685267,Binance Pool,True
685268,AntPool,True
685269,F2Pool,True
685270,Binance Pool,True
685271,BTC.com,True
685272,Binance Pool,True
685273,Foundry USA,True
685274,ViaBTC,True
685275,Binance Pool,True
685276,ViaBTC,True
685277,WAYI.CN,True
685278,Binance Pool,True
685279,F2Pool,True
685280,Foundry USA,True
685281,ViaBTC,True
685282,F2Pool,True
685283,ViaBTC,True
685284,AntPool,True
685285,BTCPool (unidentified),False
685286,AntPool,True
685287,F2Pool,True
685288,ViaBTC,True
685289,Huobi Pool,True
685290,ViaBTC,True
685291,ViaBTC,True
685292,BTC.com,True
685293,BTC.com,True
685294,Binance Pool,True
685295,ViaBTC,True
685296,F2Pool,True
685297,F2Pool,True
685298,F2Pool,True
685299,ViaBTC,True
685300,F2Pool,True
685301,F2Pool,True
685302,Foundry USA,True
685303,F2Pool,True
685304,Binance Pool,True
685305,AntPool,True
685306,AntPool,True
685307,BTC.com,True
685308,F2Pool,True
685309,Binance Pool,True
685310,F2Pool,True
685311,ViaBTC,True
685312,BTC.com,True
685313,Foundry USA,True
685314,BTC.com,True
685315,SlushPool,True
685316,ViaBTC,True
685317,Foundry USA,True
685318,Foundry USA,True
685319,Huobi Pool,True
685320,F2Pool,True
685321,F2Pool,True
685322,Poolin,True
685323,F2Pool,True
685324,ViaBTC,True
685325,Binance Pool,True
685326,F2Pool,True
685327,F2Pool,True
685328,BTC.com,True
685329,BTC.TOP,True
685330,Rawpool,True
685331,AntPool,True
685332,ViaBTC,True
685333,SlushPool,True
685334,BTC.com,True
685335,F2Pool,True
685336,Rawpool,True
685337,AntPool,True
685338,BTC.com,True
685339,AntPool,True
685340,ViaBTC,True
685341,Binance Pool,True
685342,ViaBTC,True
685343,ViaBTC,True
685344,Poolin,True
685345,AntPool,True
685346,Binance Pool,True
685347,unknown,True
685348,EMCDPool,True
685349,BTC.com,True
685350,F2Pool,True
685351,BTCPool (unidentified),False
685352,AntPool,True
685353,Foundry USA,True
685354,BTC.com,True
685355,Foundry USA,True
685356,1THash,True
685357,SlushPool,True
685358,OKExPool,True
685359,Foundry USA,True
685360,1THash,True
685361,ViaBTC,True
685362,Binance Pool,True
685363,BTC.com,True
685364,ViaBTC,True
685365,Binance Pool,True
685366,Poolin,True
685367,ViaBTC,True
685368,Binance Pool,True
685369,Poolin,True
685370,ViaBTC,True
685371,Poolin,True
685372,F2Pool,True
685373,ViaBTC,True
685374,SlushPool,True
685375,F2Pool,True
685376,ViaBTC,True
685377,AntPool,True
685378,SlushPool,True
685379,Poolin,True
685380,Poolin,True
685381,Poolin,True
685382,SlushPool,True
685383,WAYI.CN,True
685384,1THash,True
685385,BTC.TOP,True
685386,BTC.com,True
685387,Foundry USA,True
685388,Binance Pool,True
685389,BTC.com,True
685390,Foundry USA,True
685391,F2Pool,True
685392,Rawpool,True
685393,Huobi Pool,True
685394,1THash,True
685395,BTC.com,True
685396,ViaBTC,True
685397,Poolin,True
685398,BTC.com,True
685399,ViaBTC,True
685400,ViaBTC,True
685401,Foundry USA,True
685402,ArkPool,False
685403,AntPool,True
685404,SBI Crypto,True
685405,Binance Pool,True
685406,Rawpool,True
685407,SlushPool,True
685408,BTC.TOP,True
685409,BTC.com,True
685410,F2Pool,True
685411,BTC.com,True
685412,Foundry USA,True
685413,F2Pool,True
685414,AntPool,True
685415,Foundry USA,True
685416,BTC.com,True
685417,Poolin,True
685418,BTC.com,True
685419,Huobi Pool,True
685420,1THash,True
685421,BTC.com,True
685422,ViaBTC,True
685423,F2Pool,True
685424,F2Pool,True
685425,ViaBTC,True
685426,F2Pool,True
685427,Poolin,True
685428,Poolin,True
685429,BTC.com,True
685430,EMCDPool,True
685431,F2Pool,True
685432,F2Pool,True
685433,WAYI.CN,True
685434,AntPool,True
685435,BTC.com,False
685436,AntPool,True
685437,MARA Pool,False
685438,F2Pool,True
685439,ViaBTC,True
685440,F2Pool,True
685441,Poolin,True
685442,F2Pool,True
685443,BTC.com,True
685444,BTC.com,True
685445,SpiderPool,True
685446,AntPool,True
685447,AntPool,True
685448,AntPool,True
685449,Poolin,True
685450,AntPool,True
685451,AntPool,True
685452,F2Pool,True
685453,Huobi Pool,True
685454,Poolin,True
685455,Poolin,True
685456,AntPool,True
685457,Binance Pool,True
685458,BTC.com,True
685459,F2Pool,True
685460,AntPool,True
685461,Binance Pool,True
685462,Foundry USA,True
685463,Poolin,True
685464,BTC.com,True
685465,AntPool,True
685466,Binance Pool,True
685467,Poolin,True
685468,AntPool,True
685469,BTC.com,True
685470,AntPool,True
685471,Binance Pool,True
685472,AntPool,True
685473,Foundry USA,True
685474,Poolin,True
685475,BTC.com,True
685476,F2Pool,True
685477,ViaBTC,True
685478,AntPool,True
685479,BTC.com,True
685480,AntPool,True
685481,ViaBTC,True
685482,Binance Pool,True
685483,ViaBTC,True
685484,AntPool,True
685485,F2Pool,True
685486,Poolin,True
685487,MARA Pool,False
685488,F2Pool,True
685489,ViaBTC,True
685490,Huobi Pool,True
685491,BTC.com,True
685492,AntPool,True
685493,ViaBTC,True
685494,AntPool,True
685495,AntPool,True
685496,F2Pool,True
685497,Sigmapool.com,True
685498,ViaBTC,True
685499,BTC.com,True
685500,BTC.TOP,True
685501,1THash,True
685502,Poolin,True
685503,SlushPool,True
685504,AntPool,True
685505,Poolin,True
685506,F2Pool,True
685507,Poolin,True
685508,F2Pool,True
685509,AntPool,True
685510,WAYI.CN,True
685511,AntPool,True
685512,Poolin,True
685513,F2Pool,True
685514,ViaBTC,True
685515,Poolin,True
685516,ViaBTC,True
685517,F2Pool,True
685518,Foundry USA,True
685519,ViaBTC,True
685520,BTC.com,True
685521,unknown,False
685522,ViaBTC,True
685523,Binance Pool,True
685524,BTC.com,True
685525,Poolin,True
685526,1THash,True
685527,SpiderPool,True
685528,Poolin,True
685529,AntPool,True
685530,Binance Pool,True
685531,Foundry USA,True
685532,WAYI.CN,True
685533,Rawpool,True
685534,Foundry USA,True
685535,ViaBTC,True
685536,ViaBTC,True
685537,ViaBTC,True
685538,F2Pool,True
685539,Poolin,True
685540,F2Pool,True
685541,BTC.com,True
685542,Poolin,True
685543,ViaBTC,True
685544,BTC.com,True
685545,ViaBTC,True
685546,BTC.com,True
685547,AntPool,True
685548,F2Pool,True
685549,BTC.com,True
685550,MARA Pool,False
685551,AntPool,True
685552,F2Pool,True
685553,F2Pool,True
685554,F2Pool,True
685555,F2Pool,True
685556,BTC.com,True
685557,Huobi Pool,True
685558,BTC.com,True
685559,AntPool,True
685560,F2Pool,True
685561,ViaBTC,True
685562,Poolin,True
685563,ArkPool,False
685564,1THash,True
685565,Foundry USA,True
685566,1THash,True
685567,OKExPool,True
685568,Binance Pool,True
685569,Huobi Pool,True
685570,BTC.TOP,True
685571,1THash,True
685572,Foundry USA,True
685573,Poolin,True
685574,Huobi Pool,True
685575,F2Pool,True
685576,1THash,True
685577,Poolin,True
685578,F2Pool,True
685579,Binance Pool,True
685580,1THash,True
685581,AntPool,True
685582,1THash,True
685583,ViaBTC,True
685584,BTC.com,True
685585,F2Pool,True
685586,Sigmapool.com,True
685587,BTC.com,True
685588,BTC.com,False
685589,1THash,True
685590,SlushPool,True
685591,Huobi Pool,True
685592,Binance Pool,True
685593,SlushPool,True
685594,F2Pool,True
685595,Poolin,True
685596,OKExPool,True
685597,Binance Pool,True
685598,ViaBTC,True
685599,ViaBTC,True
685600,SlushPool,True
685601,SlushPool,True
685602,F2Pool,True
685603,F2Pool,True
685604,Rawpool,True
685605,F2Pool,True
685606,AntPool,True
685607,Binance Pool,True
685608,Poolin,True
685609,Foundry USA,True
685610,AntPool,True
685611,1THash,True
685612,ViaBTC,True
685613,BTC.com,True
685614,AntPool,True
685615,AntPool,True
685616,BTC.com,True
685617,AntPool,True
685618,BTC.com,True
685619,Binance Pool,True
685620,Huobi Pool,True
685621,BTC.com,True
685622,F2Pool,True
685623,ViaBTC,True
685624,ViaBTC,True
685625,Binance Pool,True
685626,AntPool,True
685627,AntPool,True
685628,BTC.TOP,True
685629,Rawpool,True
685630,Huobi Pool,True
685631,BTC.TOP,True
685632,AntPool,True
685633,SpiderPool,True
685634,BTC.com,True
685635,ViaBTC,True
685636,ViaBTC,True
685637,Binance Pool,True
685638,SlushPool,True
685639,Binance Pool,True
685640,Huobi Pool,True
685641,BTC.com,True
685642,Foundry USA,True
685643,F2Pool,True
685644,Poolin,True
685645,BTC.com,True
685646,AntPool,True
685647,Huobi Pool,True
685648,Poolin,True
685649,Foundry USA,True
685650,AntPool,True
685651,AntPool,True
685652,AntPool,True
685653,SBI Crypto,True
685654,BTC.com,True
685655,F2Pool,True
685656,Binance Pool,True
685657,Sigmapool.com,True
685658,Foundry USA,True
685659,MARA Pool,False
685660,Poolin,True
685661,ViaBTC,True
685662,BTC.TOP,True
685663,AntPool,True
685664,AntPool,True
685665,BTC.com,True
685666,ViaBTC,True
685667,BTC.com,True
685668,Poolin,True
685669,1THash,True
685670,Poolin,True
685671,SlushPool,True
685672,F2Pool,True
685673,Binance Pool,True
685674,BTC.TOP,True
685675,F2Pool,True
685676,AntPool,True
685677,F2Pool,True
685678,ViaBTC,True
685679,AntPool,True
685680,ViaBTC,True
685681,Binance Pool,True
685682,F2Pool,True
685683,F2Pool,True
685684,1THash,True
685685,F2Pool,True
685686,F2Pool,True
685687,SlushPool,True
685688,AntPool,True
685689,Foundry USA,True
685690,F2Pool,True
685691,Binance Pool,True
685692,Poolin,True
685693,F2Pool,True
685694,AntPool,True
685695,F2Pool,True
685696,AntPool,True
685697,BTC.com,True
685698,Poolin,True
685699,SlushPool,True
685700,ViaBTC,True
685701,Binance Pool,True
685702,AntPool,True
685703,ViaBTC,True
685704,Poolin,True
685705,BTC.com,True
685706,ViaBTC,True
685707,Foundry USA,True
685708,Binance Pool,True
685709,F2Pool,True
685710,1THash,True
685711,Poolin,True
685712,Poolin,True
685713,Rawpool,True
685714,Binance Pool,True
685715,Poolin,True
685716,F2Pool,True
685717,Binance Pool,True
685718,BTCPool (unidentified),False
685719,Poolin,True
685720,ViaBTC,True
685721,AntPool,True
685722,F2Pool,True
685723,ViaBTC,True
685724,1THash,True
685725,Poolin,True
685726,F2Pool,True
685727,ViaBTC,True
685728,BTC.com,True
685729,Poolin,True
685730,AntPool,True
685731,Binance Pool,True
685732,Poolin,True
685733,Huobi Pool,True
685734,AntPool,True
685735,F2Pool,True
685736,Poolin,True
685737,ViaBTC,True
685738,ViaBTC,True
685739,Binance Pool,True
685740,ArkPool,False
685741,BTC.com,True
685742,Poolin,True
685743,AntPool,True
685744,AntPool,True
685745,Binance Pool,True
685746,BTC.TOP,True
685747,Binance Pool,True
685748,AntPool,True
685749,Binance Pool,True
685750,F2Pool,True
685751,ViaBTC,True
685752,ViaBTC,True
685753,AntPool,True
685754,BTC.com,True
685755,Foundry USA,True
685756,Poolin,True
685757,Rawpool,True
685758,ViaBTC,True
685759,AntPool,True
685760,F2Pool,True
685761,Poolin,True
685762,F2Pool,True
685763,BTC.com,True
685764,BTC.com,True
685765,AntPool,True
685766,BTC.com,True
685767,F2Pool,True
685768,ViaBTC,True
685769,AntPool,True
685770,EMCDPool,True
685771,AntPool,True
685772,AntPool,True
685773,F2Pool,True
685774,Poolin,True
685775,Poolin,True
685776,AntPool,True
685777,Huobi Pool,True
685778,ViaBTC,True
685779,Poolin,True
685780,F2Pool,True
685781,F2Pool,True
685782,SlushPool,True
685783,Poolin,True
685784,1THash,True
685785,BTC.com,True
685786,Binance Pool,True
685787,F2Pool,True
685788,Poolin,True
685789,AntPool,True
685790,BTC.com,True
685791,ViaBTC,True
685792,Foundry USA,True
685793,BTC.TOP,True
685794,Binance Pool,True
685795,Poolin,True
685796,Binance Pool,True
685797,AntPool,True
685798,AntPool,True
685799,Binance Pool,True
685800,F2Pool,True
685801,F2Pool,True
685802,AntPool,True
685803,AntPool,True
685804,Poolin,True
685805,F2Pool,True
685806,Foundry USA,True
685807,BTC.com,True
685808,F2Pool,True
685809,EMCDPool,True
685810,1THash,True
685811,AntPool,True
685812,Poolin,True
685813,F2Pool,True
685814,F2Pool,True
685815,SlushPool,True
685816,Poolin,True
685817,EMCDPool,True
685818,MARA Pool,False
685819,AntPool,True
685820,F2Pool,True
685821,ViaBTC,True
685822,1THash,True
685823,Poolin,True
685824,F2Pool,True
685825,1THash,True
685826,Poolin,True
685827,1THash,True
685828,BTC.com,True
685829,Binance Pool,True
685830,F2Pool,True
685831,Poolin,True
685832,1THash,True
685833,AntPool,True
685834,AntPool,True
685835,ViaBTC,True
685836,F2Pool,True
685837,ViaBTC,True
685838,Rawpool,True
685839,AntPool,True
685840,F2Pool,True
685841,F2Pool,True
685842,ViaBTC,True
685843,ViaBTC,True
685844,Binance Pool,True
685845,SlushPool,True
685846,AntPool,True
685847,BTC.com,True
685848,WAYI.CN,True
685849,BTC.com,True
685850,ViaBTC,True
685851,Poolin,True
685852,Huobi Pool,True
685853,BTC.com,True
685854,Binance Pool,True
685855,BTC.com,True
685856,Poolin,True
685857,Poolin,True
685858,BTC.com,True
685859,Binance Pool,True
685860,F2Pool,True
685861,AntPool,True
685862,1THash,True
685863,ArkPool,True
685864,AntPool,True
685865,BTC.com,True
685866,AntPool,True
685867,F2Pool,True
685868,F2Pool,True
685869,ViaBTC,True
685870,BTC.TOP,True
685871,OKKONG,True
685872,F2Pool,True
685873,F2Pool,True
685874,ViaBTC,True
685875,BTC.com,True
685876,Huobi Pool,True
685877,BTC.com,True
685878,Poolin,True
685879,AntPool,True
685880,AntPool,True
685881,F2Pool,True
685882,AntPool,True
685883,Foundry USA,True
685884,MARA Pool,False
685885,F2Pool,True
685886,OKExPool,True
685887,AntPool,True
685888,F2Pool,True
685889,ViaBTC,True
685890,Foundry USA,True
685891,Poolin,True
685892,AntPool,True
685893,BTC.com,True
685894,BTC.TOP,True
685895,Poolin,True
685896,Poolin,True
685897,BTC.com,True
685898,Huobi Pool,True
685899,BTC.TOP,True
685900,AntPool,True
685901,Poolin,True
685902,ViaBTC,True
685903,SpiderPool,True
685904,F2Pool,True
685905,AntPool,True
685906,BTC.com,True
685907,AntPool,True
685908,F2Pool,True
685909,SlushPool,True
685910,F2Pool,True
685911,ViaBTC,True
685912,F2Pool,True
685913,F2Pool,True
685914,BTC.com,True
685915,Huobi Pool,True
685916,Binance Pool,True
685917,Foundry USA,True
685918,1THash,True
685919,Poolin,True
685920,BTC.com,True
685921,AntPool,True
685922,Binance Pool,True
685923,Binance Pool,True
685924,Foundry USA,True
685925,F2Pool,True
685926,SlushPool,True
685927,Poolin,True
685928,F2Pool,True
685929,F2Pool,True
685930,BTC.com,True
685931,ViaBTC,True
685932,SpiderPool,True
685933,Binance Pool,True
685934,BTC.com,True
685935,SlushPool,True
685936,Binance Pool,True
685937,SBI Crypto,True
685938,Foundry USA,True
685939,BTC.com,True
685940,Poolin,True
685941,SBI Crypto,True
685942,1THash,True
685943,ViaBTC,True
685944,AntPool,True
685945,AntPool,True
685946,F2Pool,True
685947,F2Pool,True
685948,Binance Pool,True
685949,F2Pool,True
685950,F2Pool,True
685951,MARA Pool,False
685952,BTC.com,True
685953,F2Pool,True
685954,F2Pool,True
685955,F2Pool,True
685956,AntPool,True
685957,F2Pool,True
685958,Poolin,True
685959,BTC.com,True
685960,Poolin,True
685961,BTC.TOP,True
685962,Rawpool,True
685963,F2Pool,True
685964,F2Pool,True
685965,Rawpool,True
685966,F2Pool,True
685967,Foundry USA,True
685968,Binance Pool,True
685969,BTC.com,True
685970,BTC.com,True
685971,F2Pool,True
685972,BTC.com,True
685973,AntPool,True
685974,MARA Pool,False
685975,Huobi Pool,True
685976,F2Pool,True
685977,AntPool,True
685978,Foundry USA,True
685979,F2Pool,True
685980,Poolin,True
685981,AntPool,True
685982,Huobi Pool,True
685983,Sigmapool.com,True
685984,BTC.com,True
685985,SlushPool,True
685986,ViaBTC,True
685987,BTC.com,True
685988,AntPool,True
685989,F2Pool,True
685990,BTC.TOP,True
685991,ViaBTC,True
685992,Poolin,True
685993,ViaBTC,True
685994,Binance Pool,True
685995,Poolin,True
685996,Poolin,True
685997,Binance Pool,True
685998,Foundry USA,True
685999,F2Pool,True
686000,BTC.com,True
686001,BTC.com,True
686002,Binance Pool,True
686003,Poolin,True
686004,BTC.com,True
686005,BTC.TOP,True
686006,ViaBTC,True
686007,AntPool,True
686008,Binance Pool,True
686009,1THash,True
686010,AntPool,True
686011,F2Pool,True
686012,SlushPool,True
686013,1THash,True
686014,BTC.TOP,True
686015,BTC.TOP,True
686016,Poolin,True
686017,1THash,True
686018,AntPool,True
686019,ArkPool,True
686020,Foundry USA,True
686021,AntPool,True
686022,F2Pool,True
686023,F2Pool,True
686024,F2Pool,True
686025,BTC.com,True
686026,Binance Pool,True
686027,AntPool,True
686028,Poolin,True
686029,AntPool,True
686030,Binance Pool,True
686031,F2Pool,True
686032,F2Pool,True
686033,OKExPool,True
686034,Binance Pool,True
686035,unknown,True
686036,SlushPool,True
686037,F2Pool,True
686038,AntPool,True
686039,AntPool,True
686040,ViaBTC,True
686041,BTC.TOP,True
686042,unknown,True
686043,BTC.com,True
686044,AntPool,True
686045,ViaBTC,True
686046,SlushPool,True
686047,Poolin,True
686048,BTC.com,True
686049,BTC.com,True
686050,BTC.com,True
686051,F2Pool,True
686052,Binance Pool,True
686053,ViaBTC,True
686054,AntPool,True
686055,BTC.com,True
686056,AntPool,True
686057,AntPool,True
686058,F2Pool,True
686059,AntPool,True
686060,F2Pool,True
686061,SlushPool,True
686062,MARA Pool,False
686063,ViaBTC,True
686064,BTC.com,True
